ID305B,WATER_NAME,LOCATION,source,coord,county
VAV-B42R_GER01A00,German River,German River and tributaries from the headwaters downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-79.0238294788104, 38.7388209314025)",Rockingham
VAV-B42R_NFS01A00,North Fork Shenandoah River,North Fork Shenandoah River from its confluence with the German River downstream to its confluence with Capon Run.,rvr,"c(-78.9311476057452, 38.7562860022722)",Rockingham
VAV-B42R_OVY01A00,Overly Run,Overly Run from its headwaters downstream to its confluence with Bennett Run.,rvr,"c(-78.9989309286873, 38.7957561148116)",Rockingham
VAV-B42R_RAT01A16,Rattlesnake Run,Rattlesnake Run from the headwaters downstream to its confluence with Capon Run.,rvr,"c(-78.8908777787523, 38.7606028094064)",Rockingham
VAV-B42R_SPG01A00,Spring Run,Spring Run from the headwaters downstream to its confluence with Sirks Run.,rvr,"c(-78.9819179807638, 38.827751067261)",Rockingham
VAV-B42R_SPU01A16,Spruce Run,Spruce Run from the headwaters downstream to its confluence with Rattlesnake Run.,rvr,"c(-78.8961453231898, 38.7696329017318)",Rockingham
VAV-B42R_SRK01A10,Sirks Run,Sirks Run from a point 1.3 miles upstream of Crab Run downstream to its confluence with Crab Run.,rvr,"c(-78.9616244144768, 38.8005031592652)",Rockingham
VAV-B42R_SRK02A10,Sirks Run,Sirks Run from the headwaters downstream to a point 1.3 miles upstream of Crab Run.,rvr,"c(-78.9879350654482, 38.8192568185916)",Rockingham
VAV-B42R_SUM01A10,Sumac Run,Sumac Run and tributary from the headwaters downstream to its confluence with the German River.,rvr,"c(-79.0232660946936, 38.71696988998)",Rockingham
VAV-B42R_XSK01A16,X-trib to Sirks Run,X-trib to Sirks Run from the headwaters downstream to its confluence with Sirks Run.,rvr,"c(-78.9888326861656, 38.8091962946181)",Rockingham
VAV-B42R_ZZZ01A14,Unsegmented x-tribs in VAV-B42R - PS50,Unsegmented waters in the VAV-B42R (Upper North Fork Shenandoah River/German River) watershed.,rvr,"c(-78.9781127251388, 38.7980824399455)",Rockingham
VAV-B42R_ZZZ02A14,Unsegmented x-tribs in VAV-B42R - PS51,Unsegmented waters in the VAV-B42R (Upper North Fork Shenandoah River/German River) watershed.,rvr,"c(-78.9268827945444, 38.7618163436223)",Rockingham
VAV-B43R_BBL01A10,Bible Run,Bible Run and tributary from the headwaters downstream to its confluence with Little Dry River.,rvr,"c(-79.0286221381239, 38.6244683339156)",Rockingham
VAV-B43R_CRH01A10,Carr Run,Carr Run from the headwaters downstream to its confluence with Little Dry River.,rvr,"c(-79.0214009621355, 38.676450839172)",Rockingham
VAV-B43R_GRE01A02,Gate Run,Gate Run from the headwaters downstream to its confluence with Little Dry River.,rvr,"c(-78.9893520595337, 38.6324682174842)",Rockingham
VAV-B43R_LRS01A00,Lairs Run,Lairs Run from the headwaters downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.9510766908633, 38.7122119516003)",Rockingham
VAV-B43R_LTD01A00,Little Dry River,Little Dry River and tributaries from the headwaters downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-79.0108174201886, 38.6543503350165)",Rockingham
VAV-B43R_MSL01A00,Marshall Run,Marshall Run from a point 1.2 miles upstream of the North Fork Shenandoah River downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.9375678438288, 38.684701699832)",Rockingham
VAV-B43R_MSL02A10,Marshall Run,Marshall Run from the headwaters downstream to a point 1.2 miles upstream of the North Fork Shenandoah River.,rvr,"c(-78.9746243724026, 38.7014236055931)",Rockingham
VAV-B43R_NFS01A00,North Fork Shenandoah River,North Fork Shenandoah River from its confluence with Capon Run downstream to its confluence with the Little Dry River.,rvr,"c(-78.9233520139327, 38.7022532263219)",Rockingham
VAV-B43R_RTR01A16,Root Run and tributaries,Root Run and tributaries from the headwaters downstream to its confluence with Marshall Run.,rvr,"c(-78.9747166377413, 38.6840418843462)",Rockingham
VAV-B43R_SBL01A10,Seventy Buck Lick Run,Seventy Buck Lick Run from the headwaters downstream to its confluence with Clay Lick Hollow.,rvr,"c(-79.0099941771224, 38.6886952113765)",Rockingham
VAV-B43R_XCL01A10,Clay Lick Hollow,Clay Lick Hollow from the headwaters downstream to its confluence with Carr Run.,rvr,"c(-79.0013434603856, 38.6847081301469)",Rockingham
VAV-B43R_XEM01A02,Spruce Lick Run,Spruce Lick Run from the headwaters downstream to its confluence with Straight Hollow.,rvr,"c(-79.0413128884886, 38.6355083625918)",Rockingham
VAV-B43R_ZZZ01A14,Unsegmented x-tribs in VAV-B43R - PS51,Unsegmented waters in the VAV-B43R (North Fork Shenandoah River/Little Dry River) watershed.,rvr,"c(-78.9351472853972, 38.703229547235)",Rockingham
VAV-B43R_ZZZ02A14,Unsegmented x-tribs in VAV-B43R - PS52,Unsegmented waters in the VAV-B43R (North Fork Shenandoah River/Little Dry River) watershed.,rvr,"c(-79.021309854973, 38.640704286638)",Rockingham
VAV-B44R_FHW01A00,Fawley Hollow,Fawley Hollow from the headwaters downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.8969743103172, 38.6728353280767)",Rockingham
VAV-B44R_HPN01A02,Hogpen Run,Hogpen Run from the headwaters downstream to its confluence with the Shoemaker River.,rvr,"c(-78.9741735606532, 38.5891811871822)",Rockingham
VAV-B44R_LON01A02,Long Run,Long Run from the headwaters downstream to its confluence with Shoemaker River.,rvr,"c(-78.995542720618, 38.564568336512)",Rockingham
VAV-B44R_NFS01A00,North Fork Shenandoah River,North Fork Shenandoah River from its confluence with Little Dry River downstream to its confluence with Runion Creek.,rvr,"c(-78.8946701179675, 38.6491319792753)",Rockingham
VAV-B44R_RUN01A00,Runion Creek,Runion Creek and tributary from the headwaters downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.8533766237919, 38.7012489689983)",Rockingham
VAV-B44R_SLB01A00,Slate Lick Branch,Slate Lick Branch from the 1500 ft. elevation downstream to its confluence with the Shoemaker River.,rvr,"c(-78.96157354334, 38.606051423289)",Rockingham
VAV-B44R_SLB02A10,Slate Lick Branch,Slate Lick Branch and tributary from the headwaters downstream to the 1500 ft. elevation.,rvr,"c(-79.0211652906984, 38.5950428416696)",Rockingham
VAV-B44R_SMK01A00,Shoemaker River,Shoemaker River from the vicinity of Hebron Church downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.8953403564795, 38.6361113075143)",Rockingham
VAV-B44R_SMK02A10,Shoemaker River,Shoemaker River from its confluence with Slate Lick Run downstream to the vicinity of Hebron Church.,rvr,"c(-78.9211337566935, 38.6128940030115)",Rockingham
VAV-B44R_SMK03A10,Shoemaker River,Shoemaker River from its headwaters downstream to its confluence with Slate Lick Run.,rvr,"c(-78.9663948801623, 38.5662717446688)",Rockingham
VAV-B44R_TUR01A02,Turner Run,Turner Run from the headwaters downstream to its confluence with the Shoemaker River.,rvr,"c(-78.9378356538046, 38.6373624958648)",Rockingham
VAV-B44R_XEQ01A02,Hawk Cave Run,Hawk Cave Run from the headwaters downstream to its confluence with Runion Creek.,rvr,"c(-78.8763695309218, 38.7210249671892)",Rockingham
VAV-B44R_XSE01A04,Tomahawk Branch,Tomahawk Branch from the headwaters downstream to its confluence with Runion Creek.,rvr,"c(-78.8420829545159, 38.7559959858865)",Shenandoah
VAV-B44R_ZZZ01A14,Unsegmented x-tribs in VAV-B44R - PS54,Unsegmented waters in the VAV-B44R (North Fork Shenandoah River/Shoemaker River) watershed.,rvr,"c(-78.8686899069455, 38.7005117203514)",Rockingham
VAV-B44R_ZZZ02A14,Unsegmented Class V x-tribs in VAV-B44R - PS53,Unsegmented waters in the VAV-B44R (North Fork Shenandoah River/Shoemaker River) watershed.,rvr,"c(-78.9512932783271, 38.6084982283348)",Rockingham
VAV-B44R_ZZZ03A14,Unsegmented x-tribs in VAV-B44R - PS53,Unsegmented waters in the VAV-B44R (North Fork Shenandoah River/Shoemaker River) watershed.,rvr,"c(-78.9526720383743, 38.6034090737488)",Rockingham
VAV-B44R_ZZZ04A14,Unsegmented Class VI x-tribs in VAV-B44R - PS53,Unsegmented waters in the VAV-B44R (North Fork Shenandoah River/Shoemaker River) watershed.,rvr,"c(-79.0047867772608, 38.5747126949554)",Rockingham
VAV-B45R_BRO01A14,Brocks Creek,Brocks Creek from the headwaters downstream to its confluence with Turley Creek.,rvr,"c(-78.888574207468, 38.5987114935365)",Rockingham
VAV-B45R_FRT01A00,Fort Run,Fort Run from the headwaters downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.7983232752539, 38.6587213199183)",Rockingham
VAV-B45R_HMN01A00,Holmans Creek,Holmans Creek from its confluence with an unnamed tributary at the Quicksburg Road bridge downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.6878147531693, 38.7052027133052)",Shenandoah
VAV-B45R_HMN02A00,Holmans Creek,Holmans Creek from the Flat Rock Road bridge near Moores Store downstream to its confluence with an unnamed tributary at the Quicksburg Road bridge crossing.,rvr,"c(-78.737706312186, 38.7148629118789)",Shenandoah
VAV-B45R_HMN03A00,Holmans Creek,Holmans Creek from the headwaters downstream to the Flat Rock Road bridge crossing near Moores Store.,rvr,"c(-78.7781278322127, 38.709591430419)",Shenandoah
VAV-B45R_LOM01A00,Long Meadow Run,Long Meadow Run from the headwaters downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.7683480902275, 38.5830839515476)",Rockingham
VAV-B45R_NFS01A00,North Fork Shenandoah River,North Fork Shenandoah River from its confluence with Holmans Creek downstream to its confluence with Smith Creek.,rvr,"c(-78.6503589730071, 38.7177268918045)",Shenandoah
VAV-B45R_NFS01B14,North Fork Shenandoah River,North Fork Shenandoah River from its confluence with Plains Mill Spring Run downstream to its confluence with Holmans Creek.,rvr,"c(-78.6821381274531, 38.6701923036816)",Shenandoah
VAV-B45R_NFS02A00,North Fork Shenandoah River,North Fork Shenandoah River from its confluence with Fort Run downstream to its confluence with Plains Mill Spring Run.,rvr,"c(-78.7525193503635, 38.6400280917484)",Rockingham
VAV-B45R_NFS02B08,North Fork Shenandoah River,North Fork Shenandoah River from the dam near Timberville downstream to the confluence with Fort Run.,rvr,"c(-78.7860567039103, 38.6329515212861)",Rockingham
VAV-B45R_NFS02C10,North Fork Shenandoah River,North Fork Shenandoah River from its confluence with Linville Creek downstream to the dam near Timberville.,rvr,"c(-78.7868023295603, 38.6225714373127)",Rockingham
VAV-B45R_NFS03A00,North Fork Shenandoah River,North Fork Shenandoah River from its confluence with Turley Creek downstream to its confluence with Linville Creek.,rvr,"c(-78.8184170492781, 38.6261065707335)",Rockingham
VAV-B45R_NFS04A04,North Fork Shenandoah River,North Fork Shenandoah River from its confluence with Runions Creek downstream to its confluence with Turley Creek.,rvr,"c(-78.8560086789292, 38.6381012997262)",Rockingham
VAV-B45R_TRL01A00,Turley Creek,Turley Creek from just above its confluence with an unnamed tributary originating near Turleytown downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.8541442181122, 38.6216620586769)",Rockingham
VAV-B45R_TRL02A00,Turley Creek,Turley Creek from the headwaters downstream to just above an unnamed tributary originating near Turleytown.,rvr,"c(-78.8750420715405, 38.6009703542911)",Rockingham
VAV-B45R_XDX01A04,Plains Mill Spring,Plains Mill Spring from the spring downstream to the North Fork Shenandoah River.,rvr,"c(-78.7210410378111, 38.6421984264713)",Rockingham
VAV-B45R_XHA01A08,Unnamed tributary of Holmans Creek,Unnamed tributary of Holmans Creek originating near Route 42 South of Forestville from its headwaters downstream to its confluence with Holmans Creek.,rvr,"c(-78.7381197089593, 38.7009075818111)",Shenandoah
VAV-B45R_XHB01A08,X-trib to an unnamed tributary to Holmans Creek.,X-trib to unnamed tributary of Holmans Creek from the headwaters downstream to its confluence with the unnamed tributary of Holmans Creek.,rvr,"c(-78.7374982997789, 38.7063065921107)",Shenandoah
VAV-B45R_XHC01A08,Unnamed tributary to Holmans Creek near North Mountain.,Unnamed tributary of Holmans Creek originating near Rt. 613 and North Mountain from the headwaters downstream to its confluence with Holmans Creek.,rvr,"c(-78.7837207553296, 38.7150171930018)",Shenandoah
VAV-B45R_ZZZ01A00,Unsegmented PWS x-tribs in VAV-B45R - PS55,Unsegmented waters located in VAV-B45R (North Fork Shenandoah River/Holmans Creek) watershed.  These waters are comprised of Turner Run and Cedar Run.,rvr,"c(-78.840305597347, 38.6261427060893)",Rockingham
VAV-B45R_ZZZ02A14,Unsegmented x-tribs in VAV-B45R - PS58,Unsegmented waters located in VAV-B45R (North Fork Shenandoah River/Holmans Creek) watershed.,rvr,"c(-78.7310132206142, 38.7085074841009)",Shenandoah
VAV-B45R_ZZZ03A14,Unsegmented x-tribs in VAV-B45R - PS57,Unsegmented waters located in VAV-B45R (North Fork Shenandoah River/Holmans Creek) watershed.,rvr,"c(-78.7582961795683, 38.6363028190529)",Rockingham
VAV-B45R_ZZZ04A14,Unsegmented x-tribs in VAV-B45R - PS55,Unsegmented waters located in VAV-B45R (North Fork Shenandoah River/Holmans Creek) watershed.,rvr,"c(-78.861981904433, 38.6175817033953)",Rockingham
VAV-B46R_BMK01A20,Buttermilk Creek,Buttermilk Creek from the headwaters downstream to its confluence with Linville Creek.,rvr,"c(-78.8587416595297, 38.517231152392)",Rockingham
VAV-B46R_DPH01A00,Daphna Creek,Daphna Creek from the headwaters downstream to its confluence with Linville Creek.,rvr,"c(-78.8060282106319, 38.5820820927816)",Rockingham
VAV-B46R_JOE01A00,Joe's Creek,Joes Creek from the headwaters downstream to its confluence with Linville Creek.,rvr,"c(-78.8883079304026, 38.5514069064641)",Rockingham
VAV-B46R_LNV01A00,Linville Creek,Linville Creek from the 5 mile upper limit of the PWS designation for the Broadway Public Water Intake downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.8169533296163, 38.5927761148528)",Rockingham
VAV-B46R_LNV02A04,Linville Creek,Linville Creek from the headwaters downstream to the 5 mile upper limit of the PWS designation for the Broadway Public Water Intake.,rvr,"c(-78.8667621252903, 38.5168477313397)",Rockingham
VAV-B46R_LVW01A18,West Fork Linville Creek.,West Fork Linville Creek from the headwaters downstream to its confluence with Linville Creek.,rvr,"c(-78.8928749116388, 38.5131580842132)",Rockingham
VAV-B46R_TSB01A00,Tide Spring Branch,Tide Spring Branch from the 5 mile upper limit of the PWS designation for the Broadway Public Water Intake downstream to its confluence with Linville Creek.,rvr,"c(-78.8400358086253, 38.5740704415248)",Rockingham
VAV-B46R_TSB02A04,Tide Spring Branch,Tide Spring Branch from the headwaters downstream to the 5 mile upper limit of the PWS designation for the Broadway Public Water Intake.,rvr,"c(-78.8616549585911, 38.5791280410145)",Rockingham
VAV-B46R_XLC01A18,Linville Creek X-trib,Linville Creek X-trib from the headwaters downstream to its confluence with Linville Creek.,rvr,"c(-78.8989895825097, 38.492492749806)",Rockingham
VAV-B46R_ZZZ01A14,Unsegmented PWS x-tribs in VAV-B46R - PS56,Unsegmented waters in the VAV-B46R (Linville Creek) watershed.,rvr,"c(-78.8204346239329, 38.5794003874474)",Rockingham
VAV-B46R_ZZZ02A14,Unsegmented x-tribs in VAV-B46R - PS56,Unsegmented waters in the VAV-B46R (Linville Creek) watershed.,rvr,"c(-78.8764655889715, 38.5313638108997)",Rockingham
VAV-B47R_DFK01A00,Dry Fork,Dry Fork and tributary from the headwaters downstream to its confluence with Smith Creek.,rvr,"c(-78.803040455866, 38.4973114016471)",Rockingham
VAV-B47R_FDY01A02,Fridley Run,Fridley Run from the headwaters downstream to its confluence with Mountain Run.,rvr,"c(-78.7073391482825, 38.4792029657826)",Rockingham
VAV-B47R_GPC01A00,Gap Creek,Gap Creek from the headwaters downstream to its confluence with Smith Creek.,rvr,"c(-78.6016925125623, 38.7113773191378)",Shenandoah
VAV-B47R_LAC01A00,Lacey Spring Branch,Lacey Spring Branch from the spring downstream to its confluence with Smith Creek.,rvr,"c(-78.7639184286908, 38.5434819539066)",Rockingham
VAV-B47R_MTN01A00,Mountain Run,Mountain Run and tributary from its confluence with Fridley Run downstream to its confluence with Smith Creek.,rvr,"c(-78.7346077897636, 38.4929143427139)",Rockingham
VAV-B47R_MTN02A00,Mountain Run,Mountain Run from the headwaters downstream to its confluence with Fridley Run.,rvr,"c(-78.6975797353386, 38.499081915695)",Rockingham
VAV-B47R_SMT01A00,Smith Creek,Smith Creek from the New Market Public Water Intake downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.6440210434734, 38.6754163557579)",Shenandoah
VAV-B47R_SMT02A00,Smith Creek,Smith Creek from its confluence with War Branch downstream to the New Market Public Water Intake.,rvr,"c(-78.6794981350333, 38.6086349563826)",Rockingham
VAV-B47R_SMT03A00,Smith Creek,Smith Creek from its confluence with Dry Fork downstream to its confluence with War Branch.,rvr,"c(-78.7346540491077, 38.5608144961666)",Rockingham
VAV-B47R_SMT04A00,Smith Creek,Smith Creek from the headwaters downstream to its confluence with Dry Fork.,rvr,"c(-78.7615789460898, 38.4994645518638)",Rockingham
VAV-B47R_WAR01A00,War Branch,War Branch from the headwaters downstream to its confluence with Smith Creek.,rvr,"c(-78.7094984559233, 38.5486386249157)",Rockingham
VAV-B47R_XGC01A16,Gap Run X-trib,Gap Run X-trib from the headwaters downstream to its confluence with Gap Run.,rvr,"c(-78.6019361253568, 38.703014258516)",Shenandoah
VAV-B47R_XSG01A12,X-trib to Smith Creek,X-trib to Smith Creek from the headwaters downstream to its confluence with Smith Creek.,rvr,"c(-78.6320167303541, 38.6854397653565)",Shenandoah
VAV-B47R_XSM01A20,Smith Creek X-trib,Smith Creek X-trib (all branches) from the headwaters downstream to Smith Creek.,rvr,"c(-78.6461624484734, 38.6249273234939)",Shenandoah
VAV-B47R_ZZZ01A00,Unsegmented x-tribs in VAV-B47R - PS60,Unsegmented waters located in VAV-B47R (Smith Creek) watershed.,rvr,"c(-78.7423966326777, 38.4846480886356)",Rockingham
VAV-B47R_ZZZ02A14,Unsegmented x-tribs in VAV-B47R - PS62,Unsegmented waters in the VAV-B47R (Smith Creek) watershed.,rvr,"c(-78.6401330643309, 38.6537334282366)",Shenandoah
VAV-B47R_ZZZ03A14,Unsegmented x-tribs in VAV-B47R - PS61,Unsegmented waters in the VAV-B47R (Smith Creek) watershed.,rvr,"c(-78.7097730122661, 38.5405318672826)",Rockingham
VAV-B47R_ZZZ04A14,Unsegmented x-tribs in VAV-B47R - PS59,Unsegmented waters in the VAV-B47R (Smith Creek) watershed.,rvr,"c(-78.8061276596648, 38.4891931922357)",Rockingham
VAV-B48R_CKD01A00,Crooked Run,Crooked Run from its headwaters downstream to its confluence with Mill Creek.,rvr,"c(-78.7055624763576, 38.7746135785603)",Shenandoah
VAV-B48R_MIL01A00,Mill Creek,Mill Creek from its confluence with Crooked Run downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.6586007355456, 38.7504796051222)",Shenandoah
VAV-B48R_MIL02A04,Mill Creek,Mill Creek from a point 3.5 miles above Mt. Jackson downstream to its confluence with Crooked Run.,rvr,"c(-78.6912879844271, 38.7563285955748)",Shenandoah
VAV-B48R_MIL02B10,Mill Creek,Mill Creek from its confluence with Straight Run downstream to a point 3.5 miles above Mt. Jackson.,rvr,"c(-78.7236929671782, 38.7634193790616)",Shenandoah
VAV-B48R_MIL03A04,Mill Creek,Mill Creek from the headwaters downstream to its confluence with Straight Run.,rvr,"c(-78.7928649993457, 38.7365926914464)",Shenandoah
VAV-B48R_NFS01A00,North Fork Shenandoah River,North Fork Shenandoah River from its confluence with Smith Creek downstream to its confluence with Stony Creek.,rvr,"c(-78.5932154319493, 38.7820418482017)",Shenandoah
VAV-B48R_SRT01A00,Straight Run,Straight Run from the headwaters downstream to its confluence with Mill Creek.,rvr,"c(-78.7787440758881, 38.7727221122583)",Shenandoah
VAV-B48R_ZZZ01A14,Unsegmented x-tribs in VAV-B48R - PS64,Unsegmented waters in the VAV-B48R (North Fork Shenandoah River/Mill Creek) watershed.,rvr,"c(-78.5871931195569, 38.7742181462357)",Shenandoah
VAV-B48R_ZZZ02A14,Unsegmented x-tribs in VAV-B48R - PS63,Unsegmented waters in the VAV-B48R (North Fork Shenandoah River/Mill Creek) watershed.,rvr,"c(-78.7459039200703, 38.7596832667936)",Shenandoah
VAV-B49R_AND01A16,Anderson Run,Anderson Run from the headwaters downstream to its confluence with Stony Creek.,rvr,"c(-78.8404189927101, 38.7763950326073)",Shenandoah
VAV-B49R_BBR01A16,Bear Run,Bear Run from the headwaters downstream to its confluence with Foltz Creek.,rvr,"c(-78.7752273872262, 38.8722287173759)",Shenandoah
VAV-B49R_BRB01A00,Barb Run,Barb Run from the headwaters downstream to its confluence with Stony Creek.,rvr,"c(-78.7697236575633, 38.8401840907067)",Shenandoah
VAV-B49R_BTL01A00,Beetle Run,Beetle Run from the headwaters downstream to its confluence with Stony Creek.,rvr,"c(-78.7865667491529, 38.8292061043069)",Shenandoah
VAV-B49R_CGR01A10,Cold Spring Run,Cold Spring Run from the headwaters downstream to its confluence with Laurel Run.,rvr,"c(-78.7034126579569, 38.8936841034686)",Shenandoah
VAV-B49R_FAL01A00,Falls Run,Falls Run from the headwaters downstream to its confluence with Stony Creek.,rvr,"c(-78.7489636853438, 38.8751967927333)",Shenandoah
VAV-B49R_FTZ01A00,Foltz Creek,Foltz Creek from the headwaters downstream to its confluence with Stony Creek.,rvr,"c(-78.7487374999975, 38.8564274783187)",Shenandoah
VAV-B49R_LAR01A00,Laurel Run,Laurel Run from the confluence with an unnamed tributary near USFS Road 252 downstream to the confluence with Stony Creek.,rvr,"c(-78.7127778350464, 38.8840897572476)",Shenandoah
VAV-B49R_LAR02A08,Laurel Run,Laurel Run and tributary from the headwaters downstream to the confluence with an unnamed tributary near USFS Road 252.,rvr,"c(-78.7324166873425, 38.9082824767474)",Shenandoah
VAV-B49R_LSC01A00,Little Stony Creek,Little Stony Creek from the headwaters downstream to its confluence with an unnamed tributary near USFS Road 92.,rvr,"c(-78.6327880900829, 38.9557114995175)",Shenandoah
VAV-B49R_LSC01B08,Little Stony Creek,Little Stony Creek and tributary from the headwaters of the tributary and the confluence of the tributary with Little Stony Creek near USFS Road 92 downstream to the confluence with Stony Creek.,rvr,"c(-78.654177942275, 38.9248816941645)",Shenandoah
VAV-B49R_MAY01A08,May Spring Run,May Spring Run from the headwaters downstream to the confluence with Stony Creek.,rvr,"c(-78.634796950428, 38.9007687729039)",Shenandoah
VAV-B49R_PNT01A00,Painter Run,Painter Run from the headwaters downstream to its confluence with Stony Creek.,rvr,"c(-78.617756314081, 38.810971286867)",Shenandoah
VAV-B49R_RIL01A00,Riles Run,Riles Run from the headwaters downstream to its confluence with Stony Creek.,rvr,"c(-78.7224334887095, 38.8319675880271)",Shenandoah
VAV-B49R_STY01A00,Stony Creek,Stony Creek from the Route 682 (Wakemans Grove Road) bridge crossing downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.5790578776112, 38.8303436592222)",Shenandoah
VAV-B49R_STY02A00,Stony Creek,Stony Creek from the Georges Chicken discharge downstream to the Route 682 (Wakemans Grove Road) bridge crossing.,rvr,"c(-78.612093802346, 38.8537256866662)",Shenandoah
VAV-B49R_STY03A00,Stony Creek,Stony Creek from its confluence with Yellow Spring Run downstream to the Georges Chicken discharge.,rvr,"c(-78.6331703822205, 38.8769319349387)",Shenandoah
VAV-B49R_STY04A04,Stony Creek,Stony Creek from its confluence with Riles Run downstream to its confluence with Yellow Spring Run.,rvr,"c(-78.674933568014, 38.8869938519893)",Shenandoah
VAV-B49R_STY05A04,Stony Creek,Stony Creek from the Lake Laura Dam downstream to its confluence with Riles Run.,rvr,"c(-78.7380293500537, 38.8406041102712)",Shenandoah
VAV-B49R_STY06A10,Stony Creek,Stony Creek from the headwaters downstream to the upper end of the normal pool of Lake Laura.,rvr,"c(-78.8182074680052, 38.7834524283108)",Shenandoah
VAV-B49R_SWV01A00,Swover Creek,Swover Creek from the headwaters downstream to its confluence with Stony Creek.,rvr,"c(-78.6592291916368, 38.8365700953257)",Shenandoah
VAV-B49R_XBP01A10,Orkney Springs Run,Orkney Springs Run from the headwaters downstream to its confluence with Stony Creek.,rvr,"c(-78.8138400857629, 38.7934248348184)",Shenandoah
VAV-B49R_XBR01A16,Bear Run X-trib,Bear Run X-trib from the headwaters downstream to its confluence with Bear Run.,rvr,"c(-78.7797757302476, 38.8767794984375)",Shenandoah
VAV-B49R_XEN01A02,Poplar Run,Poplar Run from the headwaters downstream to its confluence with Little Stony Run.,rvr,"c(-78.6717127413724, 38.9129077316322)",Shenandoah
VAV-B49R_ZZZ01A00,Unsegmented x-tribs in VAV-B49R - PS66,Unsegmented waters located in VAV-B49R (Stony Creek) watershed.,rvr,"c(-78.6567694342776, 38.9206740294014)",Shenandoah
VAV-B49R_ZZZ02A10,Unsegmented x-tribs in VAV-B49R - PS67,Unsegmented waters located in VAV-B49R (Stony Creek) watershed draining to Stony Creek.,rvr,"c(-78.6285473647006, 38.839837550446)",Shenandoah
VAV-B49R_ZZZ03A10,Unsegmented x-tribs in VAV-B49R - PS65,Unsegmented waters located in VAV-B49R (Stony Creek) watershed draining to Falls Run.,rvr,"c(-78.7791782917455, 38.8289318292524)",Shenandoah
VAV-B50R_JDN01A00,Jordan Run,Jordan Run from the headwaters downstream to its confluence with Toms Brook.,rvr,"c(-78.4604943230631, 38.9390798898854)",Shenandoah
VAV-B50R_NFS01A00,North Fork Shenandoah River,North Fork Shenandoah River from its confluence with Pughs Run downstream to its confluence with Toms Brook.,rvr,"c(-78.4401177036845, 38.9050184379429)",Shenandoah
VAV-B50R_NFS02A00,North Fork Shenandoah River,North Fork Shenandoah River from the Woodstock Public Water Intake downstream to its confluence with Pughs Run.,rvr,"c(-78.4764917298333, 38.8749994141942)",Shenandoah
VAV-B50R_NFS03A00,North Fork Shenandoah River,North Fork Shenandoah River from the 5 mile upper limit of the PWS designation for the Woodstock Public Water Intake downstream to the Woodstock Public Water Intake.,rvr,"c(-78.5101965964927, 38.8484167071675)",Shenandoah
VAV-B50R_NFS04A00,North Fork Shenandoah River,North Fork Shenandoah River from its confluence with Stony Creek downstream to the 5 mile upper limit of the PWS designation for the Woodstock Public Water Intake.,rvr,"c(-78.530260027508, 38.8295973020434)",Shenandoah
VAV-B50R_NPC01A00,Narrow Passage Creek,Narrow Passage Creek from the 5 mile upper limit of the PWS designation for the Woodstock Public Water Intake downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.5328255870395, 38.8461473326957)",Shenandoah
VAV-B50R_NPC02A00,Narrow Passage Creek,Narrow Passage Creek from the headwaters downstream to the 5 mile upper limit of the PWS designation for the Woodstock Public Water Intake.,rvr,"c(-78.5783828942011, 38.8916298826557)",Shenandoah
VAV-B50R_PGH01A00,Pugh's Run,Pugh's Run from the headwaters downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.5183845937882, 38.9163823891298)",Shenandoah
VAV-B50R_TMB01A00,Toms Brook,Toms Brook from the headwaters downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.4650934857918, 38.9506647796691)",Shenandoah
VAV-B50R_XSH01A10,Spring Hollow,Spring Hollow from the headwaters downstream to its confluence with the North Fork Shenandoah River.,rvr,"c(-78.5174810616854, 38.8865016186721)",Shenandoah
VAV-B50R_ZZZ01A00,Unsegmented x-tribs in VAV-B50R (Section 6),Unsegmented waters in VAV-B50R (North Fork Shenandoah River/Narrow Passage Creek) watershed.,rvr,"c(-78.5398151347343, 38.8863845213002)",Shenandoah
VAV-B50R_ZZZ02A10,Unsegmented x-tribs in VAV-B50R (Section 6d),Unsegmented waters in VAV-B50R (North Fork Shenandoah River/Narrow Passage Creek) watershed.,rvr,"c(-78.5052958917376, 38.8413301388229)",Shenandoah
